HostName;Description;Severity;Status;Occurrence_Time
djezzy-dc1-FE-Server7;Failed to decode received data on {HOST.HOST};WARNING;PROBLEM;07/01/2020 10:57
djezzy-dc1-FE-Server10;Failed to decode received data on {HOST.HOST};WARNING;PROBLEM;07/01/2020 10:57
djezzy-dc1-mm7;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:57
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:57
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
djezzy-dc1-mm3;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:57
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:57
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:57
djezzy-dc1-mm8;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:57
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m4air15;SystemResources:CPU Context switches per second are high on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:57
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:56
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:56
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:56
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:56
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:56
m4air15;Memory usage is more than 90% on {HOST.NAME};AVERAGE;OK;07/01/2020 10:55
m4air15;Memory usage is greater than 90% on {HOST.NAME};HIGH;OK;07/01/2020 10:55
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:55
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:54
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:54
djezzy-dc1-mm6;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
djezzy-dc1-mm2;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:54
djezzy-dc1-mm7;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
djezzy-dc1-mm3;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
djezzy-dc1-mm8;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
djezzy-dc1-mm4;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:54
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:54
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:54
djezzy-dc1-mm5;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:53
djezzy-dc1-mm1;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;07/01/2020 10:53
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:53
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:53
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:53
m4air15;Memory usage is more than 90% on {HOST.NAME};AVERAGE;OK;07/01/2020 10:53
m4air15;Memory usage is greater than 90% on {HOST.NAME};HIGH;OK;07/01/2020 10:53
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:53
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:52
m11sdp21a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;07/01/2020 10:52
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:52
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:52
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:52
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:52
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:52
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:52
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m9sdp16a;Check FTP Manager in event file Hourly;WARNING;PROBLEM;07/01/2020 10:51
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:50
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:50
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:50
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:50
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:50
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:50
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:49
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:49
rc51e00vm016d;MariaDB Django Queries on - {HOST.NAME} has Reached {ITEM.VALUE};HIGH;OK;07/01/2020 10:49
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:49
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:49
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:49
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:49
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:49
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:49
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
rc51e00vm016d;MariaDB Django Queries on - {HOST.NAME} has Reached {ITEM.VALUE};HIGH;OK;07/01/2020 10:49
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:49
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:49
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:49
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:48
rc51e00vm016d;Query is being executed for more than 15 minutes;HIGH;PROBLEM;07/01/2020 10:48
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:48
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:48
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:48
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:48
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:48
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:48
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;07/01/2020 10:47
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:47
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:47
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:47
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:47
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:47
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:47
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:46
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:46
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:46
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:45
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
m11sdp21a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;07/01/2020 10:45
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:45
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:45
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:45
djezzy-dc1-FE-Server4;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:45
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:44
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:44
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:43
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:43
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:43
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:43
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:42
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:42
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:42
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:42
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:42
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:42
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:41
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:41
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:41
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:41
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:41
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:41
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:40
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:40
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:40
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:40
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:39
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:39
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:39
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:39
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:39
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:39
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:39
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:39
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:39
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:38
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:38
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:38
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:38
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:38
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;07/01/2020 10:37
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:37
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:37
rc51e00vm003k;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:36
rc51e00vm003l;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:36
rc51e00vm003o;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:36
rc51e00vm003w;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:36
rc51e00vm003ee;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:36
m8sdp23a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;07/01/2020 10:36
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:36
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:36
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:36
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:35
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:35
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:35
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:35
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:35
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:35
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:35
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:34
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:34
djezzy-dc1-FE-Server4;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:34
rc51e00vm016d;Query is being executed for more than 15 minutes;HIGH;PROBLEM;07/01/2020 10:34
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:34
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:34
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:33
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:33
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:33
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:33
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:33
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:33
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:33
m8sdp23a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;07/01/2020 10:33
m11sdp21a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;07/01/2020 10:33
m10air04;SystemResources:CPU Context switches per second are high on {HOST.HOST};WARNING;OK;07/01/2020 10:32
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:32
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:31
rc51e00vm003w;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:31
rc51e00vm003ee;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:31
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:31
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
rc51e00vm003l;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:31
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:31
m10air04;SystemResources:CPU Context switches per second are high on {HOST.HOST};WARNING;OK;07/01/2020 10:30
rc51e00vm003a;Issue with the connectivity to SNOC server;DISASTER;PROBLEM;07/01/2020 10:30
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:30
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:30
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:30
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:30
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:30
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:30
dzstd01a;Backup Status is not COMPLETED;WARNING;OK;07/01/2020 10:30
enhIntWS4;Tomme not running on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:29
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:29
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:29
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:29
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:28
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:28
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:28
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:28
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:28
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:28
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:28
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:28
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;07/01/2020 10:27
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:27
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:27
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:27
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:27
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:27
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:27
